,HeLA_median,iPSC_median,Organoid_median,MEAN,SD
STX12,65.0,,139.0,102.0,52.32590180780452
STX16,,203.5,203.0,203.25,0.3535533905932738
STX18,,,112.0,112.0,
STX3,,138.0,191.0,164.5,37.476659402887016
STX7,,83.5,127.0,105.25,30.759144981614817
STX8,79.0,113.0,101.0,97.66666666666667,17.243356208503418
STXBP1,99.0,,,99.0,
STYXL1,78.0,111.5,120.0,103.16666666666667,22.20547980416846
SUB1,73.0,111.0,101.0,95.0,19.697715603592208
SUCLA2,,117.5,146.5,132.0,20.506096654409877
SUCLG1,68.5,88.5,100.0,85.66666666666667,15.939991635296845
SUCLG2,,96.0,115.5,105.75,13.788582233137676
SUCO,,,207.5,207.5,
SUGP1,149.5,,,149.5,
SUGP2,,303.0,,303.0,
SUGT1,,81.0,85.0,83.0,2.8284271247461903
SULF1,,,134.0,134.0,
SULF2,,,136.5,136.5,
SULT1A1,50.0,,59.5,54.75,6.7175144212722016
SULT1C2,,,216.0,216.0,
SULT1C4,,,180.0,180.0,
SULT1E1,,,260.5,260.5,
SUMF1,119.0,,168.5,143.75,35.0017856687341
SUMF2,106.0,115.0,114.0,111.66666666666667,4.932882862316247
SUMO1,63.5,98.0,105.0,88.83333333333333,22.216735433752035
SUMO3,95.0,,133.0,114.0,26.870057685088806
SUN1,101.0,175.0,301.5,192.5,101.3891019784671
SUOX,,,115.0,115.0,
SUPT16H,106.0,113.0,118.0,112.33333333333333,6.027713773341707
SUPT20H,,118.0,203.0,160.5,60.10407640085654
SUPT4H1,68.0,115.0,101.5,94.83333333333333,24.198829172778865
SUPT5H,144.0,,272.5,208.25,90.86322138247135
SUPT7L,89.0,124.0,189.0,134.0,50.7444578254611
SUPV3L1,121.0,120.5,,120.75,0.3535533905932738
SURF2,57.5,,,57.5,
SURF4,92.0,110.0,137.0,113.0,22.64950330581225
SUV39H1,106.0,,,106.0,
SUV39H2,,,93.0,93.0,
SUZ12,,,194.0,194.0,
SVBP,,,113.0,113.0,
SVEP1,,,139.0,139.0,
SVIL,,,138.0,138.0,
SWI5,66.0,128.5,167.5,120.66666666666667,51.20139972045035
SWSAP1,112.0,,,112.0,
SYAP1,49.5,88.0,127.5,88.33333333333333,39.00106836143509
SYDE1,137.0,,,137.0,
SYF2,122.0,121.0,121.0,121.33333333333333,0.5773502691896257
SYNCRIP,,111.0,132.5,121.75,15.202795795510772
SYNE1,,,236.5,236.5,
SYNGR1,57.5,131.0,138.5,109.0,44.75768090506924
SYNGR2,96.0,94.0,100.0,96.66666666666667,3.055050463303893
SYNPO,86.5,,,86.5,
SYPL1,80.0,102.0,134.0,105.33333333333333,27.15388247255507
SYS1,56.5,,,56.5,
SYT11,,,117.5,117.5,
SYT4,,,135.0,135.0,
SYT6,,198.0,,198.0,
SZRD1,114.0,,,114.0,
TAB2,,,148.5,148.5,
TACC3,65.5,,,65.5,
TACO1,142.0,,,142.0,
TADA1,83.0,93.0,102.0,92.66666666666667,9.50438495292217
TADA3,92.0,,,92.0,
TAF10,92.5,,,92.5,
TAF11,83.0,107.0,135.0,108.33333333333333,26.025628394590846
TAF12,89.0,121.0,103.5,104.5,16.023420358962067
TAF1B,,94.0,,94.0,
TAF1D,,126.0,141.5,133.75,10.960155108391486
TAF6,99.0,136.0,144.0,126.33333333333333,24.00694344004112
TAF7,78.0,137.0,142.0,119.0,35.59494346111537
TAF8,40.0,,,40.0,
TAF9,74.0,,,74.0,
TAF9B,,,132.0,132.0,
TAGLN,,97.5,,97.5,
TAGLN2,83.0,117.5,99.0,99.83333333333333,17.265090018106864
TAGLN3,,,122.0,122.0,
TALDO1,77.0,99.5,99.0,91.83333333333333,12.848475914805357
TAMM41,102.0,105.0,122.0,109.66666666666667,10.785793124908958
TANC1,,,207.0,207.0,
TANK,,,128.0,128.0,
TAOK1,,,141.0,141.0,
TAP1,67.0,,,67.0,
TAPBP,117.0,,,117.0,
TARBP1,,,279.0,279.0,
TARBP2,82.0,99.0,144.0,108.33333333333333,32.036437588054845
TARS,55.0,88.5,118.0,87.16666666666667,31.52115691616241
TARS2,92.0,108.0,136.0,112.0,22.271057451320086
TATDN1,,163.0,113.0,138.0,35.35533905932738
TATDN3,63.0,133.5,142.0,112.83333333333333,43.365693045693774
TAX1BP1,53.0,87.5,149.0,96.5,48.62869523234198
TAZ,95.0,,,95.0,
TBC1D13,105.0,,,105.0,
TBC1D14,85.5,,188.0,136.75,72.47844507162112
TBC1D15,,147.5,120.0,133.75,19.445436482630058
TBC1D20,,,227.5,227.5,
TBC1D23,,116.0,110.0,113.0,4.242640687119285
TBC1D32,,,241.0,241.0,
TBC1D4,,,115.0,115.0,
TBC1D5,,,151.0,151.0,
TBC1D7,89.0,96.0,111.5,98.83333333333333,11.514483632943916
TBC1D9B,112.0,,,112.0,
TBCA,86.0,111.5,109.0,102.16666666666667,14.056433876817168
TBCB,45.0,,,45.0,
TBCC,93.0,,,93.0,
TBCD,,217.0,226.0,221.5,6.363961030678928
TBCK,,,55.0,55.0,
TBL1X,97.0,,90.0,93.5,4.949747468305833
TBL1XR1,,102.0,169.5,135.75,47.72970773009196
TBL2,94.5,,67.0,80.75,19.445436482630058
TBL3,104.0,,,104.0,
TBP,116.0,159.0,173.0,149.33333333333334,29.70409623828561
TBPL1,85.0,130.5,92.0,102.5,24.5
TBRG1,104.0,,149.0,126.5,31.81980515339464
TBRG4,87.0,95.5,102.0,94.83333333333333,7.522189397597838
TBX3,119.5,,,119.5,
TCAF1,,,166.0,166.0,
TCAIM,78.0,,131.0,104.5,37.476659402887016
TCEA1,72.0,111.0,107.0,96.66666666666667,21.45538005567213
TCEA2,94.0,,,94.0,
TCEA3,73.5,,,73.5,
TCEAL4,67.0,111.0,106.5,94.83333333333333,24.20915804676679
TCEAL7,,,135.0,135.0,
TCEAL8,,100.0,102.0,101.0,1.4142135623730951
TCEANC2,82.0,,,82.0,
TCEB1,78.0,127.5,148.0,117.83333333333333,35.987266266463386
TCEB2,76.0,113.5,104.0,97.83333333333333,19.495726027345924
TCEB3,69.0,,152.0,110.5,58.68986283848344
TCEB3-AS1,94.0,,,94.0,
TCERG1,,140.0,215.0,177.5,53.033008588991066
TCF12,,81.0,130.0,105.5,34.64823227814083
TCF19,105.5,,,105.5,
TCF3,94.5,,,94.5,
TCF4,,,161.0,161.0,
TCF7L2,,,176.0,176.0,
TCN2,,128.0,103.0,115.5,17.67766952966369
TCOF1,98.0,,,98.0,
TCP1,87.0,93.0,122.0,100.66666666666667,18.717193521821944
TCTA,96.5,,,96.5,
TCTN1,76.0,,115.5,95.75,27.93071785686863
TCTN3,93.0,118.0,113.0,108.0,13.228756555322953
TDG,98.0,,147.0,122.5,34.64823227814083
TDGF1,,123.0,,123.0,
TDP1,94.0,109.0,128.0,110.33333333333333,17.03917055884274
TDP2,,86.0,123.0,104.5,26.16295090390226
TDRKH,,101.0,,101.0,
TDRP,,,305.5,305.5,
TEAD1,,,176.0,176.0,
TECR,68.0,126.5,96.0,96.83333333333333,29.258901779344576
TECRP1,68.5,,,68.5,
TEFM,,84.0,,84.0,
TEK,,,139.0,139.0,
TENM4,,,149.5,149.5,
TERF1,,100.5,191.0,145.75,63.99316369738255
TERF2IP,,,149.0,149.0,
TES,89.0,102.0,,95.5,9.192388155425117
TESC,69.0,,,69.0,
TET1,,140.0,137.5,138.75,1.7677669529663689
TEX10,,120.0,120.0,120.0,0.0
TEX261,131.0,,,131.0,
TEX264,84.0,86.0,104.5,91.5,11.302654555457314
TEX30,60.5,,154.0,107.25,66.11448404094219
TF,,,154.0,154.0,
TFAM,,116.0,163.0,139.5,33.23401871576773
TFAP2A,114.0,,,114.0,
TFAP2B,,,222.0,222.0,
TFB1M,77.5,124.0,99.5,100.33333333333333,23.26119802016511
TFB2M,76.0,,134.0,105.0,41.012193308819754
TFCP2,,93.0,125.0,109.0,22.627416997969522
TFDP1,83.5,147.0,225.0,151.83333333333334,70.8737139801022
TFDP2,,82.0,79.5,80.75,1.7677669529663689
TFG,89.0,139.0,134.0,120.66666666666667,27.53785273643051
TFIP11,83.0,,110.0,96.5,19.091883092036785
TFPI,79.0,,136.0,107.5,40.30508652763321
TFR2,98.0,,,98.0,
TFRC,149.0,,118.5,133.75,21.5667568261897
TGDS,,88.0,159.5,123.75,50.55813485483815
TGFBI,62.5,,123.5,93.0,43.1335136523794
TGFBR1,,,139.0,139.0,
TGFBR3,,,106.0,106.0,
TGIF1,104.0,119.0,149.0,124.0,22.9128784747792
TGM2,93.0,,103.5,98.25,7.424621202458749
TGOLN2,102.0,,167.0,134.5,45.96194077712559
TGS1,,104.0,,104.0,
THADA,,,152.5,152.5,
THAP11,89.0,,110.0,99.5,14.849242404917497
THAP3,119.0,,144.0,131.5,17.67766952966369
THAP4,62.0,76.0,142.0,93.33333333333333,42.72391992003231
THAP7,90.5,,,90.5,
THAP7-AS1,88.0,,,88.0,
THAP9-AS1,,,187.0,187.0,
THBS1,,,172.0,172.0,
THBS2,,117.0,,117.0,
THBS3,,,246.0,246.0,
THEM4,83.0,,122.5,102.75,27.93071785686863
THEM6,92.0,,,92.0,
THG1L,82.0,114.0,,98.0,22.627416997969522
THOC1,,79.0,194.5,136.75,81.67083322704624
THOC2,,,249.0,249.0,
THOC3,92.0,146.0,137.0,125.0,28.930952282978865
THOC5,63.0,116.5,126.0,101.83333333333333,33.96444219081676
THOC6,100.0,132.0,,116.0,22.627416997969522
THOC7,65.0,85.0,93.0,81.0,14.422205101855956
THOP1,77.0,,,77.0,
THSD7A,,,132.0,132.0,
THSD7B,,,189.0,189.0,
THUMPD2,,100.5,216.0,158.25,81.67083322704624
THUMPD3,48.5,,,48.5,
THUMPD3-AS1,,216.0,271.0,243.5,38.890872965260115
THY1,,127.0,,127.0,
THYN1,73.0,116.5,123.0,104.16666666666667,27.1860871280391
TIA1,,,269.5,269.5,
TIAL1,83.5,183.0,294.0,186.83333333333334,105.30234248739832
TIGAR,77.0,,,77.0,
TIMELESS,77.0,113.0,160.0,116.66666666666667,41.621308645131926
TIMM10,70.0,,,70.0,
TIMM10B,110.5,,125.0,117.75,10.253048327204938
TIMM13,81.0,102.0,125.5,102.83333333333333,22.261701043121867
TIMM17A,82.0,88.0,115.0,95.0,17.578395831246947
TIMM17B,96.0,117.0,86.0,99.66666666666667,15.821925715074423
TIMM21,67.5,95.0,145.0,102.5,39.29058411375428
TIMM22,99.0,91.0,98.0,96.0,4.358898943540674
TIMM23,87.0,110.0,105.5,100.83333333333333,12.189476335484365
TIMM44,75.5,,,75.5,
TIMM50,70.0,69.5,86.0,75.16666666666667,9.385272150200725
TIMM8A,79.5,,,79.5,
TIMM8B,85.0,118.0,110.0,104.33333333333333,17.214335111567145
TIMM9,72.0,,116.5,94.25,31.466251762801363
TIMMDC1,78.5,115.5,126.0,106.66666666666667,24.951619853895927
TIMP1,91.0,129.0,105.0,108.33333333333333,19.2180470738661
TIMP2,127.0,,163.0,145.0,25.45584412271571
TIMP3,101.0,,89.0,95.0,8.48528137423857
TINF2,111.0,,147.0,129.0,25.45584412271571
TIPRL,64.0,153.0,128.0,115.0,45.902069670114
TJP1,,,174.0,174.0,
TJP2,,160.5,155.0,157.75,3.8890872965260113
TK1,86.0,114.0,122.0,107.33333333333333,18.903262505010435
TKFC,74.0,127.5,,100.75,37.83021279348029
TKT,66.0,85.0,92.0,81.0,13.45362404707371
TLCD1,55.5,,,55.5,
TLDC1,58.0,,,58.0,
TLE1,,122.0,157.0,139.5,24.748737341529164
TLE2,115.0,,,115.0,
TLE3,151.0,,,151.0,
TLK1,,,137.0,137.0,
TLK2,,,168.0,168.0,
TLN2,,,138.5,138.5,
TM2D1,86.0,140.0,176.0,134.0,45.2990066116245
TM2D2,92.0,105.0,100.5,99.16666666666667,6.601767440112787
TM2D3,89.0,163.0,184.5,145.5,50.097405122421264
TM4SF1,92.0,,142.5,117.25,35.70889244992065
TM4SF1-AS1,96.0,,,96.0,
TM7SF3,86.0,,,86.0,
TM9SF2,82.5,90.0,135.0,102.5,28.394541729001368
TM9SF3,,126.0,160.0,143.0,24.041630560342615
TM9SF4,83.0,128.0,149.0,120.0,33.71943060017473
TMA16,75.0,,,75.0,
TMA7,75.0,137.0,121.0,111.0,32.18695387886216
TMBIM1,102.5,,,102.5,
TMBIM6,79.0,101.0,110.0,96.66666666666667,15.947831618540913
TMCO1,75.0,114.0,118.0,102.33333333333333,23.75570107012911
TMCO3,100.0,119.0,,109.5,13.435028842544403
TMED1,91.0,109.0,123.0,107.66666666666667,16.041612554021288
TMED10,73.0,107.0,111.0,97.0,20.8806130178211
TMED2,86.5,107.0,122.0,105.16666666666667,17.820867917509894
TMED3,82.0,99.0,87.0,89.33333333333333,8.736894948054106
TMED4,105.0,172.0,141.0,139.33333333333334,33.53108010985231
TMED5,71.0,104.0,123.5,99.5,26.537709019431198
TMED7,,90.0,132.0,111.0,29.698484809834994
TMED9,101.0,110.0,111.0,107.33333333333333,5.507570547286102
TMEM101,95.0,126.0,87.0,102.66666666666667,20.5993527406405
TMEM106B,,100.0,120.0,110.0,14.142135623730951
TMEM106C,91.0,100.0,116.0,102.33333333333333,12.662279942148386
TMEM107,117.0,,,117.0,
TMEM109,73.0,,,73.0,
TMEM11,78.0,91.0,113.0,94.0,17.69180601295413
TMEM115,110.0,,,110.0,
TMEM116,69.5,,,69.5,
TMEM120A,81.0,69.5,119.5,90.0,26.186828750346997
TMEM123,,89.5,109.0,99.25,13.788582233137676
TMEM126A,58.0,,,58.0,
TMEM126B,65.0,92.5,157.0,104.83333333333333,47.22375814495637
TMEM127,149.0,,,149.0,
TMEM128,97.0,162.5,163.0,140.83333333333334,37.96160340835636
TMEM134,66.0,89.0,164.0,106.33333333333333,51.24776417887256
TMEM135,,,148.0,148.0,
TMEM136,113.0,,,113.0,
TMEM138,98.0,161.0,192.0,150.33333333333334,47.899199714956964
TMEM139,97.0,,,97.0,
TMEM147,79.0,113.5,84.0,92.16666666666667,18.64358692240668
TMEM147-AS1,85.0,,,85.0,
TMEM14A,91.0,,150.0,120.5,41.71930009000631
TMEM14B,90.0,,,90.0,
TMEM14C,75.0,107.0,108.0,96.66666666666667,18.77054430040145
TMEM159,134.0,149.0,,141.5,10.606601717798213
TMEM160,85.0,,,85.0,
TMEM161A,83.5,77.0,153.0,104.5,42.127781807258735
TMEM161B-AS1,,272.0,186.5,229.25,60.45762979144981
TMEM164,124.0,,,124.0,
TMEM165,103.0,,258.0,180.5,109.60155108391487
TMEM167A,71.0,100.0,120.5,97.16666666666667,24.87133557598653
TMEM167B,,,88.0,88.0,
TMEM168,,,196.0,196.0,
TMEM173,134.0,,,134.0,
TMEM177,93.0,108.0,136.0,112.33333333333333,21.82506204649447
TMEM179B,106.5,113.0,125.5,115.0,9.656603957913983
TMEM18,85.0,164.5,75.5,108.33333333333333,48.873135088035156
TMEM181,,,164.0,164.0,
TMEM183A,70.0,,113.0,91.5,30.405591591021544
TMEM184C,,105.0,132.0,118.5,19.091883092036785
TMEM185B,171.5,,,171.5,
TMEM186,132.0,,125.0,128.5,4.949747468305833
TMEM187,94.0,,,94.0,
TMEM189,171.0,,,171.0,
TMEM2,,,116.5,116.5,
TMEM200A,,,122.0,122.0,
TMEM206,79.0,124.5,114.0,105.83333333333333,23.824007499439162
TMEM208,100.0,92.0,128.0,106.66666666666667,18.903262505010435
TMEM214,110.0,,,110.0,
TMEM216,76.0,115.5,105.0,98.83333333333333,20.459309209583136
TMEM218,109.5,,,109.5,
TMEM219,88.0,120.0,104.0,104.0,16.0
TMEM222,93.5,107.5,131.0,110.66666666666667,18.94949427645322
TMEM223,82.0,99.0,100.0,93.66666666666667,10.115993936995679
TMEM230,86.0,110.5,108.0,101.5,13.481468762712764
TMEM231,126.0,,,126.0,
TMEM237,80.5,109.0,135.5,108.33333333333333,27.50605993837237
TMEM242,63.0,,124.0,93.5,43.1335136523794
TMEM245,81.0,139.5,151.0,123.83333333333333,37.53775876811685
TMEM246,87.5,104.5,,96.0,12.020815280171307
TMEM248,122.0,,201.5,161.75,56.21498910433053
TMEM254,90.5,117.5,108.0,105.33333333333333,13.696106502701172
TMEM256-PLSCR3,,,110.5,110.5,
TMEM261,75.0,,59.0,67.0,11.313708498984761
TMEM30A,,102.5,121.5,112.0,13.435028842544403
TMEM33,68.0,112.0,147.5,109.16666666666667,39.82566174382208
TMEM37,87.0,,,87.0,
TMEM38A,74.0,,,74.0,
TMEM38B,,,160.0,160.0,
TMEM39A,91.0,124.0,113.0,109.33333333333333,16.802777548171413
TMEM41A,104.5,,122.5,113.5,12.727922061357855
TMEM41B,,,134.5,134.5,
TMEM44-AS1,64.0,,,64.0,
TMEM45A,68.0,,113.0,90.5,31.81980515339464
TMEM45B,78.5,,,78.5,
TMEM50A,58.0,95.0,104.5,85.83333333333333,24.56793302932368
TMEM50B,113.0,,190.0,151.5,54.44722215136416
TMEM51,88.0,,,88.0,
TMEM53,73.0,112.0,95.0,93.33333333333333,19.553345834749955
TMEM54,85.0,,,85.0,
TMEM55A,,110.0,185.0,147.5,53.033008588991066
TMEM55B,66.0,,,66.0,
TMEM59,73.0,117.0,116.0,102.0,25.11971337416094
TMEM60,83.0,143.5,220.0,148.83333333333334,68.65554116991092
TMEM64,,143.5,,143.5,
TMEM68,73.0,118.0,150.5,113.83333333333333,38.917648096118725
TMEM69,70.5,107.5,81.0,86.33333333333333,19.06786126793808
TMEM70,82.0,,,82.0,
TMEM87A,75.5,103.5,100.5,93.16666666666667,15.37313674346694
TMEM8A,112.0,,,112.0,
TMEM9,100.0,93.0,123.5,105.5,15.976545308670458
TMEM92,84.0,,,84.0,
TMEM97,101.5,117.0,109.0,109.16666666666667,7.75134396948899
TMEM98,,122.0,105.0,113.5,12.020815280171307
TMEM99,79.5,,130.0,104.75,35.70889244992065
TMEM9B,77.0,,,77.0,
TMF1,,,126.0,126.0,
TMOD3,,,141.0,141.0,
TMPO,85.0,,166.0,125.5,57.27564927611035
TMPRSS3,94.0,,,94.0,
TMSB10,93.0,116.0,116.0,108.33333333333333,13.279056191361391
TMSB15A,,107.5,119.0,113.25,8.131727983645296
TMSB4X,92.0,118.5,109.0,106.5,13.425721582097552
TMUB2,95.0,82.0,214.5,130.5,73.03595005201205
TMX1,,140.0,147.0,143.5,4.949747468305833
TMX2,101.0,85.0,124.5,103.5,19.868316486305527
TMX3,,,202.5,202.5,
TMX4,73.0,,,73.0,
TNFAIP1,91.0,,182.0,136.5,64.34671708797582
TNFAIP2,151.0,,,151.0,
TNFAIP8,,,91.0,91.0,
TNFRSF10B,109.0,142.0,163.0,138.0,27.2213151776324
TNFRSF12A,100.0,124.0,,112.0,16.97056274847714
TNFRSF19,,,139.0,139.0,
TNFRSF1A,112.0,,,112.0,
TNIK,,,132.0,132.0,
TNKS,,,191.5,191.5,
TNNI1,,,90.0,90.0,
TNNT1,72.0,119.0,96.0,95.66666666666667,23.501772982763097
TNPO1,95.5,125.5,165.5,128.83333333333334,35.11884584284246
TNRC6A,,,219.5,219.5,
TNS1,,,220.5,220.5,
TNS3,,,161.0,161.0,
TOB1,105.5,,,105.5,
TOE1,88.0,,157.0,122.5,48.79036790187178
TOM1,89.0,134.0,119.0,114.0,22.9128784747792
TOM1L1,55.5,111.0,175.5,114.0,60.056223657502805
TOMM20,62.0,108.0,106.5,92.16666666666667,26.135862972806798
TOMM22,94.0,120.0,100.0,104.66666666666667,13.613718571108091
TOMM34,114.0,91.0,138.0,114.33333333333333,23.501772982763093
TOMM40,64.0,,,64.0,
TOMM7,74.0,124.0,151.0,116.33333333333333,39.068316233660916
TOMM70A,193.5,104.0,129.0,142.16666666666666,46.17990183330117
TOP1,,159.0,132.5,145.75,18.738329701443508
TOP1MT,65.5,81.5,,73.5,11.313708498984761
TOP2A,,105.0,118.0,111.5,9.192388155425117
TOP2B,,113.5,107.0,110.25,4.596194077712559
TOP3A,85.5,,,85.5,
TOPBP1,,,176.0,176.0,
TOR1A,92.0,84.0,147.0,107.66666666666667,34.29771615331454
TOR1AIP1,,77.0,146.0,111.5,48.79036790187178
TOR1AIP2,,,173.0,173.0,
TOR2A,134.5,,,134.5,
TOR3A,111.0,112.0,,111.5,0.7071067811865476
TOX4,122.5,126.0,102.0,116.83333333333333,12.96469565139627
TP53BP1,,,187.0,187.0,
TP53I11,,107.5,,107.5,
TP53I3,59.0,,,59.0,
TP53INP1,,,217.0,217.0,
TP53RK,81.0,,,81.0,
TPBG,,,227.0,227.0,
TPD52,52.0,,,52.0,
TPD52L1,76.0,,120.0,98.0,31.11269837220809
TPD52L2,106.0,121.5,141.0,122.83333333333333,17.53805386390786
TPGS2,68.0,115.5,74.0,85.83333333333333,25.86664518899452
TPI1,81.0,105.0,93.0,93.0,12.0
TPI1P1,78.0,95.5,69.0,80.83333333333333,13.475286020464772
TPM1,87.0,125.0,134.5,115.5,25.134637455113612
TPM2,73.0,,,73.0,
TPM3,82.5,98.0,100.5,93.66666666666667,9.75106831754005
TPM4,91.0,99.5,110.5,100.33333333333333,9.776672917374977
TPMT,47.5,92.0,146.0,95.16666666666667,49.32629454290413
TPP1,101.0,,110.0,105.5,6.363961030678928
TPP2,,,250.5,250.5,
TPPP3,,,107.0,107.0,
TPR,,,181.0,181.0,
TPRA1,90.0,,,90.0,
TPRG1L,121.0,,,121.0,
TPRKB,56.0,66.0,76.0,66.0,10.0
TPST1,,,144.0,144.0,
TPST2,,119.0,,119.0,
TPT1,69.0,95.0,83.0,82.33333333333333,13.012814197295423
TPX2,85.0,109.0,131.0,108.33333333333333,23.00724523564986
TRA2B,80.0,108.5,168.0,118.83333333333333,44.900816622120956
TRABD2A,85.0,,,85.0,
TRAF2,94.0,,,94.0,
TRAF3IP2,63.5,,,63.5,
TRAFD1,108.0,136.0,121.0,121.66666666666667,14.011899704655802
TRAIP,35.0,,,35.0,
TRAK1,,,112.0,112.0,
TRAK2,,,202.5,202.5,
TRAM1,68.0,85.0,119.5,90.83333333333333,26.240871428619386
TRAP1,90.0,105.0,115.0,103.33333333333333,12.583057392117917
TRAPPC11,,168.5,203.0,185.75,24.39518395093589
TRAPPC2L,93.0,104.0,119.5,105.5,13.313526955694348
TRAPPC3,80.0,,,80.0,
TRAPPC6A,99.0,104.5,,101.75,3.8890872965260113
TRDN,,152.0,,152.0,
TRIAP1,80.0,123.0,130.0,111.0,27.073972741361768
TRIB3,94.0,,,94.0,
TRIM13,,51.0,133.5,92.25,58.33630944789017
TRIM16L,97.0,,,97.0,
TRIM2,,,161.0,161.0,
TRIM24,,107.5,183.0,145.25,53.386561979584336
TRIM25,128.0,,,128.0,
TRIM26,113.5,,162.0,137.75,34.294678887547555
TRIM27,92.0,,326.0,209.0,165.46298679765212
TRIM28,104.0,87.0,111.5,100.83333333333333,12.553220038433697
TRIM29,91.0,,,91.0,
TRIM32,113.0,,,113.0,
TRIM33,,,130.5,130.5,
TRIM44,,,101.5,101.5,
TRIM47,93.0,,,93.0,
TRIM5,,,234.0,234.0,
TRIM52-AS1,,,118.0,118.0,
TRIM69,77.0,,,77.0,
TRIM71,,116.0,,116.0,
TRIML2,,133.0,,133.0,
TRIP10,101.0,,,101.0,
TRIP12,,,152.0,152.0,
TRIP13,76.0,183.0,195.0,151.33333333333334,65.51590137770626
TRIP4,,,83.0,83.0,
TRIP6,69.0,,,69.0,
TRIQK,,,164.5,164.5,
TRIT1,106.0,,121.0,113.5,10.606601717798213
TRMT1,83.0,,,83.0,
TRMT10C,93.0,117.0,109.0,106.33333333333333,12.220201853215574
TRMT11,,138.0,142.5,140.25,3.181980515339464
TRMT112,102.5,122.0,120.0,114.83333333333333,10.727690027836063
TRMT13,,,287.0,287.0,
TRMT5,62.0,68.0,135.5,88.5,40.813600674285034
TRMT61B,86.0,101.5,143.0,110.16666666666667,29.471737874331964
TRMU,96.0,,,96.0,
TRNAU1AP,88.5,111.0,83.5,94.33333333333333,14.648663192705788
TRNT1,,186.0,134.0,160.0,36.76955262170047
TRO,,100.0,173.0,136.5,51.61879502661797
TROAP,62.0,,165.0,113.5,72.8319984622144
TROVE2,,,181.0,181.0,
TRPC4AP,122.0,138.0,129.0,129.66666666666666,8.020806277010642
TRPT1,64.0,91.5,147.0,100.83333333333333,42.2798218223934
TRUB1,97.5,,163.0,130.25,46.31549416771886
TRUB2,112.0,119.0,71.0,100.66666666666667,25.92939130279254
TSC1,,,237.0,237.0,
TSC22D1,78.0,88.0,119.5,95.16666666666667,21.658331730152565
TSC22D2,,,198.0,198.0,
TSC22D3,88.0,,119.0,103.5,21.920310216782973
TSEN15,65.0,85.0,112.5,87.5,23.84848003542364
TSEN2,74.5,,162.0,118.25,61.87184335382291
TSEN34,72.0,,,72.0,
TSFM,93.5,,,93.5,
TSG101,85.0,119.5,109.0,104.5,17.684739183827393
TSN,81.5,109.5,117.0,102.66666666666667,18.710513978331363
TSPAN1,76.0,,,76.0,
TSPAN13,78.0,128.0,97.0,101.0,25.238858928247925
TSPAN14,,109.0,145.5,127.25,25.809397513308983
TSPAN19,96.0,,,96.0,
TSPAN3,68.5,103.0,130.5,100.66666666666667,31.065790402520474
TSPAN31,68.5,94.0,116.5,93.0,24.015619917045655
TSPAN4,94.5,,,94.5,
TSPAN5,,,121.0,121.0,
TSPAN6,74.0,98.0,101.0,91.0,14.798648586948742
TSPAN8,71.0,,,71.0,
TSPO,84.0,,124.0,104.0,28.284271247461902
TSR1,99.0,91.5,,95.25,5.303300858899107
TSR2,89.0,121.5,113.0,107.83333333333333,16.85477182679532
TSSC1,80.5,120.5,158.0,119.66666666666667,38.75671984744495
TSSC4,102.5,,,102.5,
TST,99.0,,149.0,124.0,35.35533905932738
TSTA3,64.0,76.5,102.5,81.0,19.640519341402356
TTBK2,,,148.0,148.0,
TTC1,89.0,126.0,105.5,106.83333333333333,18.536001007049318
TTC14,,,310.0,310.0,
TTC17,,,210.0,210.0,
TTC19,,125.0,132.5,128.75,5.303300858899107
TTC28,,,162.0,162.0,
TTC3,,,153.0,153.0,
TTC31,,,198.0,198.0,
TTC32,86.0,,,86.0,
TTC33,,,123.0,123.0,
TTC37,,,210.0,210.0,
TTC38,97.0,,,97.0,
TTC39C,82.0,,,82.0,
TTC5,79.0,85.0,124.5,96.16666666666667,24.720099784048877
TTC8,,,133.0,133.0,
TTC9C,90.5,140.0,74.5,101.66666666666667,34.14796235990273
TTF1,,132.5,,132.5,
TTI1,102.0,,,102.0,
TTI2,80.5,82.0,107.5,90.0,15.173990905493518
TTK,,86.0,,86.0,
TTLL1,,,121.5,121.5,
TTLL12,98.0,,,98.0,
TTLL4,,131.0,,131.0,
TTR,,,114.0,114.0,
TUB,,,285.0,285.0,
TUBA1A,81.0,81.0,98.0,86.66666666666667,9.814954576223638
TUBA1B,75.0,86.0,83.0,81.33333333333333,5.686240703077327
TUBA1C,89.0,102.0,106.5,99.16666666666667,9.087537253477057
TUBA4A,94.0,87.0,,90.5,4.949747468305833
TUBB,88.0,94.0,91.0,91.0,3.0
TUBB2A,82.5,89.0,98.0,89.83333333333333,7.783529619223745
TUBB2B,,88.0,121.0,104.5,23.33452377915607
TUBB4B,91.5,99.5,106.0,99.0,7.262919523166975
TUBB6,87.5,108.0,87.5,94.33333333333333,11.835680518387328
TUBE1,99.0,,290.0,194.5,135.0573952066306
TUBG1,89.0,105.0,101.0,98.33333333333333,8.326663997864532
TUBG2,,,107.0,107.0,
TUBGCP3,85.0,,,85.0,
TUBGCP4,83.0,,257.0,170.0,123.03657992645927
TUFM,120.5,,,120.5,
TUFT1,106.0,,,106.0,
TUG1,,148.0,166.0,157.0,12.727922061357855
TUNAR,,137.0,,137.0,
TUSC3,64.0,109.0,222.0,131.66666666666666,81.40229316999205
TVP23B,,103.5,121.0,112.25,12.374368670764582
TWF1,,,113.0,113.0,
